Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
"Lighthouse, The",78759,10/14/2019,89,"8650 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.433561, -97.77183)",11191562,Routine Inspection
Circle K #2741551,78653,08/23/2019,94,"12300 HARRIS BRANCH PKWY
AUSTIN, TX 78653
(30.369294, -97.613088)",10959881,Routine Inspection
Pinthouse Pizza,78704,05/28/2021,90,"4236 S LAMAR BLVD
AUSTIN, TX 78704
(30.235088, -97.795111)",11420194,Routine Inspection
Noa Noa Bar & Grill,78745,03/01/2021,93,"4720 S CONGRESS AVE
AUSTIN, TX 78745
(30.213316, -97.770046)",12027678,Routine Inspection
Taco Bell #030141,78759,03/03/2021,93,"4811 W BRAKER LN
AUSTIN, TX 78759
(30.400639, -97.747359)",11066733,Routine Inspection
Northland Shell,78731,07/19/2021,90,"3310 NORTHLAND DR
AUSTIN, TX 78731
(30.337146, -97.756504)",10566326,Routine Inspection
7 - Eleven # 23807B,78745,01/22/2020,98,"6306 MANCHACA RD
AUSTIN, TX 78745
(30.209125, -97.804503)",11639640,Routine Inspection
Bee Delightful,78745,04/16/2021,100,"1606 W STASSNEY LN
AUSTIN, TX 78745
(30.213367, -97.793265)",11681492,Routine Inspection
Scratchouse,78701,01/30/2019,91,"617 E 7TH ST
AUSTIN, TX 78701
(30.267199, -97.736058)",11457938,Routine Inspection
Zilker Elementary,78704,10/30/2019,97,"1900 BLUEBONNET LN
AUSTIN, TX 78704
(30.252383, -97.773635)",2800280,Routine Inspection
St. Gabriel Catholic School,78735,08/23/2021,100,"2500 WIMBERLY LN
AUSTIN, TX 78735
(30.29137, -97.873031)",2801307,Routine Inspection
Tous Les Jours,78752,06/19/2020,84,"6808 N LAMAR BLVD
AUSTIN, TX 78752
(30.335837, -97.720115)",11801702,Routine Inspection
Crowne Plaza Austin,78752,01/07/2020,89,"6121 N IH
AUSTIN, TX 78752",2802864,Routine Inspection
Papa John's Pizza  #938,78756,03/19/2019,94,"5343 BURNET RD
AUSTIN, TX 78756
(30.327395, -97.739691)",2801186,Routine Inspection
Popham Elementary School,78617,10/22/2019,95,"7014 ELROY RD
AUSTIN, TX 78617
(30.158175, -97.64292)",2801056,Routine Inspection
"Phil's Ice House, Inc",78704,11/18/2020,91,"2901 S LAMAR BLVD
AUSTIN, TX 78704
(30.243331, -97.7827)",10516513,Routine Inspection
Wu Chow,78701,05/15/2019,91,"500 W 5TH ST
AUSTIN, TX 78701
(30.26846, -97.747892)",11427856,Routine Inspection
Haymaker,78722,04/23/2019,90,"2310 MANOR RD
AUSTIN, TX 78722
(30.284549, -97.717531)",11008403,Routine Inspection
LW - Double Dave's,78738,03/04/2021,90,"3100 S FM 620 RD
LAKEWAY, TX 78738",12185722,Routine Inspection
Salt & Time Butcher Shop and Salumeria,78702,09/01/2020,84,"1912 E 7TH ST
AUSTIN, TX 78702
(30.262272, -97.721066)",10863629,Routine Inspection
St. Elmo Elementary,78745,05/20/2019,99,"600 W ST ELMO RD
AUSTIN, TX 78745
(30.221249, -97.773352)",2800265,Routine Inspection
Dobie Mall - Burrito Factory,78705,09/30/2020,83,"2025 GUADALUPE ST
AUSTIN, TX 78705
(30.283745, -97.741965)",11309583,Routine Inspection
Starstop 35,78751,06/15/2021,82,"3828 N IH
AUSTIN, TX 78751",10871243,Routine Inspection
Short Stop,78702,10/19/2020,78,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.272293, -97.697526)",2800210,Routine Inspection
Crave-It Nutrition LLC,78731,03/05/2021,95,"3573 FAR WEST BLVD
AUSTIN, TX 78731
(30.354197, -97.75491)",12393108,Routine Inspection
Austin Habibi,78705,01/14/2020,85,"3316 HARMON AVE
AUSTIN, TX 78705
(30.291197, -97.723611)",11792449,Routine Inspection
Lupe Tortilla Mexican Restaurant,78759,05/07/2019,88,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.392572, -97.732892)",10730943,Routine Inspection
Unbarlievable,78701,03/17/2021,93,"76 RAINEY ST
AUSTIN, TX 78701
(30.258845, -97.73875)",11672648,Routine Inspection
La Barbecue,78702,01/15/2020,94,"2027 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.256318, -97.722342)",11768666,Routine Inspection
Ala Carte Menu Services,78702,08/26/2021,100,"900 CHICON ST
AUSTIN, TX 78702
(30.264614, -97.721198)",11779458,Routine Inspection
Smokey Mo's BBQ,78727,11/21/2019,95,"6001 W PARMER LN
AUSTIN, TX 78727
(30.441937, -97.74148)",10776533,Routine Inspection
Andino Artisan Handcrafted Gelato,78746,12/02/2021,87,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.255443, -97.810066)",12394258,Routine Inspection
Nothing Bundt Cakes,78759,06/28/2019,96,"10225 RESEARCH BLVD
AUSTIN, TX 78759
(30.394889, -97.745913)",11199343,Routine Inspection
Luca Villa Pizza,78613,08/25/2021,100,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47186, -97.802769)",2800826,Follow-Up Inspection
OOB - Torchy's Tacos,78704,08/07/2019,89,"2809 S 1ST ST
AUSTIN, TX 78704
(30.236323, -97.763295)",10113800,Routine Inspection
Pluckers Wing Bar,78613,09/24/2019,88,"11066 PECAN PARK BLVD
AUSTIN, TX 78613
(30.470193, -97.802183)",10025010,Routine Inspection
OOB - Donkey Mo's,78613,09/15/2021,89,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47186, -97.802769)",12085964,Routine Inspection
Marco's Pizza,78717,08/24/2020,99,"10019 W PARMER LN
AUSTIN, TX 78717
(30.488951, -97.771849)",12128276,Routine Inspection
QuikTrip # 4126,78753,08/06/2021,98,"861 E BRAKER LN
AUSTIN, TX 78753
(30.375847, -97.67343)",12392932,Routine Inspection
Fogo De Chao Churrascaria,78701,11/05/2019,90,"309 E 3RD ST
AUSTIN, TX 78701
(30.264475, -97.741002)",10058425,Routine Inspection
Thundercloud Subs,78750,09/16/2019,96,"13776 N US 183 HWY
AUSTIN, TX 78750",2801337,Routine Inspection
Vamonos,78751,06/18/2020,85,"4807 AIRPORT BLVD
AUSTIN, TX 78751
(30.308548, -97.71565)",12146828,Routine Inspection
Lady T Kitchen,78660,08/08/2019,94,"15608 SPRING HILL LN
AUSTIN, TX 78660
(30.445658, -97.651034)",12035543,Routine Inspection
Super Mercado Mexicana (Market),78753,01/03/2020,88,"701 MASTERSON PASS
AUSTIN, TX 78753
(30.370765, -97.69152)",11663071,Routine Inspection
Starbucks Coffee #9676,78729,07/31/2020,96,"6301 W PARMER LN
AUSTIN, TX 78729
(30.445312, -97.743258)",2802673,Routine Inspection
Papa John's Pizza #930,78758,03/30/2021,92,"1925 RUTLAND DR
AUSTIN, TX 78758
(30.379183, -97.712889)",2800815,Routine Inspection
Randall's # 2987 Grocery,78732,06/30/2021,100,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.390321, -97.884565)",10720138,Routine Inspection
Tierra Linda Taqueria,78757,07/24/2020,90,"8540 RESEARCH BLVD
AUSTIN, TX 78757
(30.360686, -97.716957)",10210553,Routine Inspection
Wells Branch Leadership Academy,78728,10/29/2021,99,"3711 SHORELINE DR
AUSTIN, TX 78728
(30.457693, -97.687798)",12186536,Routine Inspection
Satellite...Eat.Drink.Orbit,78749,08/02/2019,87,"5900 W SLAUGHTER LN
AUSTIN, TX 78749
(30.200841, -97.879006)",10306990,Routine Inspection
Courtesy Shell #2,78704,12/23/2019,87,"3906 S CONGRESS AVE
AUSTIN, TX 78704
(30.223821, -97.763391)",11155987,Routine Inspection
Thundercloud Subs,78704,05/06/2021,95,"201 E RIVERSIDE DR
AUSTIN, TX 78704
(30.255294, -97.745068)",2800621,Routine Inspection
La Casa Super Mercado,78754,02/06/2019,88,"13015 DESSAU RD
AUSTIN, TX 78754
(30.398839, -97.641408)",11660209,Routine Inspection
"Austin Beer Garden Brewing Co., The",78704,09/22/2020,95,"1305 W OLTORF ST
AUSTIN, TX 78704
(30.245562, -97.768612)",10997570,Routine Inspection
Austin Club,78701,05/04/2021,70,"110 E 9TH ST
AUSTIN, TX 78701
(30.270622, -97.740949)",2800634,Routine Inspection
Pho Phi Vietnamese Noodles and Grill,78727,05/04/2020,80,"1700 W PARMER LN
AUSTIN, TX 78727
(30.412511, -97.688908)",11819983,Routine Inspection
Spokesman,78745,07/12/2019,89,"440 E ST ELMO RD
AUSTIN, TX 78745
(30.215188, -97.762343)",11700631,Routine Inspection
Wok on Fire Restaurant,78748,10/24/2019,89,"9901 BRODIE LN
AUSTIN, TX 78748
(30.185567, -97.848441)",12160009,Routine Inspection
Seton Medical Center Austin - Doctor's Lounge,78705,02/12/2019,91,"1201 W 38TH ST
AUSTIN, TX 78705
(30.30614, -97.745186)",11546501,Routine Inspection
Thundercloud Subs,78705,07/19/2021,88,"3204 GUADALUPE ST
AUSTIN, TX 78705
(30.299588, -97.740175)",2800617,Routine Inspection
East First Grocery,78702,02/05/2021,94,"1811 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.257197, -97.724851)",10120977,Routine Inspection
BC - Schmidt Family Barbecue,78738,09/20/2019,84,"12532 FM 2244 RD
BEE CAVE, TX 78738",10967911,Routine Inspection
Mango Mango Dessert,78705,03/12/2019,91,"2222 RIO GRANDE ST
AUSTIN, TX 78705
(30.286839, -97.744777)",12003300,Routine Inspection
Willie's Burgers and BBQ,78669,07/24/2019,91,"21018 W SH
SPICEWOOD, TX 78669",10030534,Routine Inspection
Steamies Dumplings,78752,07/21/2021,91,"6929 AIRPORT BLVD
AUSTIN, TX 78752
(30.336576, -97.718267)",12392617,Routine Inspection
Dos Salsas Domain,78758,09/27/2021,83,"11301 BURNET RD
AUSTIN, TX 78758
(30.39883, -97.719204)",12186381,Routine Inspection
Susan's Deli,78753,08/27/2019,84,"12015 PARK THIRTY FIVE CIR
AUSTIN, TX 78753
(30.390074, -97.673607)",11804662,Routine Inspection
OOB - Shop N Carry #1,78745,01/04/2021,89,"8422 S CONGRESS AVE
AUSTIN, TX 78745
(30.173253, -97.785179)",10550892,Routine Inspection
In-N-Out Burgers,78753,07/08/2020,100,"12431 N IH
AUSTIN, TX 78753",11593181,Routine Inspection
Waterhole Saloon,78617,02/28/2019,97,"5244 E SH
AUSTIN, TX 78617",10095792,Routine Inspection
SV - Tarka Indian Kitchen,78745,06/08/2020,87,"5207 BRODIE LN
SUNSET VALLEY, TX 78745
(30.231557, -97.818916)",10333486,Routine Inspection
OOB Sonic #43,78748,03/17/2020,90,"9708 MANCHACA RD
AUSTIN, TX 78748",2800565,Routine Inspection
OOB RW - 360 Pizza,78746,04/02/2019,76,"2712 BEE CAVES RD
ROLLINGWOOD, TX 78746
(30.270894, -97.786798)",11605425,Routine Inspection
Los Jaliscienses #2,78723,03/09/2020,86,"6201 E US 290 HWY
AUSTIN, TX 78723",10869258,Routine Inspection
La Cocina Buena,78753,01/28/2020,86,"9616 N LAMAR BLVD
AUSTIN, TX 78753
(30.366401, -97.695129)",12185806,Routine Inspection
Tokyo Gardens,78748,12/22/2021,100,"2110 W SLAUGHTER LN
AUSTIN, TX 78748
(30.173754, -97.825398)",2803164,Routine Inspection
Headliners,78701,11/09/2020,95,"221 W 6TH ST
AUSTIN, TX 78701
(30.268608, -97.744763)",2800399,Routine Inspection
Short Stop,78722,05/20/2019,85,"3811 N IH
AUSTIN, TX 78722",2800037,Routine Inspection
Bread Basket,78757,12/04/2020,81,"2213 JUSTIN LN
AUSTIN, TX 78757
(30.344978, -97.736664)",2804019,Routine Inspection
Brick Oven Restaurant,78759,03/10/2020,91,"10710 RESEARCH BLVD
AUSTIN, TX 78759
(30.398661, -97.746468)",2800033,Routine Inspection
Fujian Grand China Buffet,78753,10/19/2020,77,"8709 N IH
AUSTIN, TX 78753",11425295,Routine Inspection
Barton Creek Elementary,78733,09/29/2020,97,"1370 PATTERSON RD
AUSTIN, TX 78733
(30.304002, -97.878101)",2800711,Routine Inspection
Burger King,78752,06/30/2020,90,"7105 N IH
AUSTIN, TX 78752",10104313,Routine Inspection
McDonald's #33092,78717,07/29/2019,97,"10525 W PARMER LN
AUSTIN, TX 78717
(30.497131, -97.77531)",11824383,Routine Inspection
Greater Goods Roasting Company,78702,03/23/2020,100,"2501 E 5TH ST
AUSTIN, TX 78702
(30.257935, -97.715047)",11818511,Routine Inspection
Muro's Pizza,78729,04/20/2021,100,"6301 W PARMER LN
AUSTIN, TX 78729
(30.445312, -97.743258)",11778346,Routine Inspection
Michi Ramen,78704,04/12/2019,86,"3005 S LAMAR BLVD
AUSTIN, TX 78704
(30.242104, -97.784431)",11353668,Routine Inspection
LW - Lake Travis Middle School,78669,09/04/2019,100,"4932 BEE CREEK RD
LAKEWAY, TX 78669
(30.338177, -98.026668)",11181374,Routine Inspection
Challenger School,78729,12/08/2020,100,"13015 POND SPRINGS RD
AUSTIN, TX 78729
(30.440955, -97.773217)",11383723,Routine Inspection
Veggie Heaven,78703,01/24/2020,78,"1611 W 5TH ST
AUSTIN, TX 78703
(30.274467, -97.764338)",11569233,Routine Inspection
Redeemer Lutheran Church,78757,05/07/2021,96,"1500 W ANDERSON LN
AUSTIN, TX 78757
(30.351649, -97.721502)",2800643,Routine Inspection
Taco Shack,78759,05/17/2021,87,"3901 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.365358, -97.750564)",2801305,Routine Inspection
Whole Foods Market - Retail Foods,78703,01/27/2020,99,"525 N LAMAR BLVD
AUSTIN, TX 78703
(30.27092, -97.754286)",2804053,Routine Inspection
Buddy's Mexican Grill,78754,06/22/2021,97,"9001 CAMERON RD
AUSTIN, TX 78754
(30.346501, -97.67724)",11626981,Routine Inspection
"Little Darlin', The",78745,05/17/2019,86,"6507 CIRCLE S RD
AUSTIN, TX 78745
(30.194133, -97.777234)",11508340,Routine Inspection
MN-Bistro M @ Manor HS (MHS Culinary Arts Class),78653,02/06/2020,93,"12700 GREGG MANOR RD
MANOR, TX 78653
(30.353788, -97.560842)",10555754,Routine Inspection
1st Express,78745,12/14/2021,91,"4111 S 1ST ST
AUSTIN, TX 78745
(30.224644, -97.770656)",11941326,Routine Inspection
SV - Cruzteca Mexican Kitchen,78745,10/21/2020,90,"5207 BRODIE LN
SUNSET VALLEY, TX 78745
(30.231557, -97.818916)",11836354,Routine Inspection
Lamar Food Market,78753,08/18/2021,88,"10810 N LAMAR BLVD
AUSTIN, TX 78753
(30.377239, -97.689034)",10703396,Routine Inspection
Cinemark #384,78748,08/21/2020,95,"9900 S IH
AUSTIN, TX 78748",10031108,Routine Inspection
MN - Taqueria Huentitan,78653,09/23/2020,78,"11209 E US 290 HWY
MANOR, TX 78653
(30.34875, -97.556362)",10426356,Routine Inspection
Beal na mBlath,78704,05/20/2019,87,"1608 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.262284, -97.761818)",12042196,Routine Inspection
LW - CraigO's Pizza & Pastaria,78738,05/10/2021,88,"2501 S FM 620 RD
LAKEWAY, TX 78738",11827559,Routine Inspection
Oseyo Restaurant,78702,10/10/2019,95,"1628 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.258165, -97.72763)",12156023,Routine Inspection
Yo So Cool,78723,11/01/2021,100,"1201 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.306488, -97.708842)",10410518,Routine Inspection
7-Eleven Convenience Store #36680A,78722,11/09/2021,92,"3848 AIRPORT BLVD
AUSTIN, TX 78722
(30.290012, -97.707435)",11519680,Routine Inspection
Gloria's Restaurant #11,78758,03/11/2021,81,"3309 ESPERANZA XING
AUSTIN, TX 78758
(30.40038, -97.725942)",10359753,Routine Inspection
Phil's Ice House,78729,09/09/2021,95,"13265 N US 183 HWY
AUSTIN, TX 78729",11008920,Routine Inspection
MN - Manor Senior High School,78653,08/21/2020,98,"14832 N FM 973 RD
MANOR, TX 78653",11999232,Routine Inspection
Denny's #7356,78702,02/13/2020,85,"1601 N IH
AUSTIN, TX 78702",10785679,Routine Inspection
Sabe Fruteria,78753,02/11/2021,90,"707 E BRAKER LN
AUSTIN, TX 78753
(30.377214, -97.677118)",11800305,Routine Inspection
Swoon Hospitality (Hanks),78723,07/23/2020,85,"5811 BERKMAN DR
AUSTIN, TX 78723
(30.312537, -97.693481)",11871666,Routine Inspection
Long John Silver's,78723,12/16/2020,93,"5600 CAMERON RD
AUSTIN, TX 78723
(30.313641, -97.704222)",10007072,Routine Inspection
PF - HEB Food Store #479 (Meat & Seafood),78660,09/15/2021,98,"201 N FM
PFLUGERVILLE, TX 78660",12392421,Routine Inspection
Nixta Taqueria,78702,08/03/2021,88,"2512 E 12TH ST
AUSTIN, TX 78702
(30.274838, -97.713225)",12185583,Routine Inspection
Veracruz All Natural,78758,03/19/2019,93,"9003 WATERFORD CENTRE BLVD
AUSTIN, TX 78758
(30.375447, -97.729831)",11704670,Routine Inspection
Wagabag #19,78732,11/30/2020,94,"2900 N QUINLAN PARK RD
AUSTIN, TX 78732
(30.368684, -97.893093)",2803935,Routine Inspection
PF - Pizza Hut,78660,07/27/2021,96,"100 12TH ST
PFLUGERVILLE, TX 78660
(30.443321, -97.630423)",12392405,Routine Inspection
MOD Super Fast Pizza,78753,07/03/2021,94,"500 CANYON RIDGE DR
AUSTIN, TX 78753
(30.403174, -97.672214)",11518681,Routine Inspection
Orange Leaf Self Serve Frozen Yogurt,78748,12/09/2021,97,"9600 S IH
AUSTIN, TX 78748",10828816,Routine Inspection
Red River Market,78705,03/25/2020,85,"3213 RED RIVER ST
AUSTIN, TX 78705
(30.291593, -97.726865)",10027075,Routine Inspection
Freebirds,78753,04/03/2019,93,"1100 CENTER RIDGE DR
AUSTIN, TX 78753
(30.417729, -97.670961)",10069518,Routine Inspection
Josephine House,78703,01/28/2021,87,"1601 WATERSTON AVE
AUSTIN, TX 78703
(30.280804, -97.759023)",10879746,Routine Inspection
Red Ash Restaurant,78701,04/30/2019,87,"303 COLORADO ST
AUSTIN, TX 78701
(30.265936, -97.745057)",11564790,Routine Inspection
Signature #9,78701,07/27/2021,94,"900 N IH
AUSTIN, TX 78701",10769075,Routine Inspection
Walgreens #05160,78752,11/10/2021,98,"6812 N LAMAR BLVD
AUSTIN, TX 78752
(30.336661, -97.719657)",2803733,Routine Inspection
Dart Bowl Steak House,78756,08/30/2019,93,"5700 GROVER AVE
AUSTIN, TX 78756
(30.328597, -97.730597)",2801126,Routine Inspection
Little Sunshine's Playhouse and Preschool,78726,01/06/2021,99,"7710 N FM 620 RD
AUSTIN, TX 78726",12393157,Routine Inspection
BC - Barnes & Noble Booksellers,78738,12/20/2019,91,"12701 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.308385, -97.938816)",10260391,Routine Inspection
Long John Silver's,78704,03/26/2020,87,"1910 W BEN WHITE BLVD
AUSTIN, TX 78704
(30.22997, -97.78731)",10007069,Routine Inspection
OOB - Sarpino's Pizzeria,78750,03/04/2020,91,"10401 ANDERSON MILL RD
AUSTIN, TX 78750
(30.447139, -97.80562)",10461046,Routine Inspection
Taqueria Montenegro,78753,05/13/2021,71,"11300 POLLYANNA AVE
AUSTIN, TX 78753
(30.378265, -97.67675)",10113768,Routine Inspection
Delco Primary,78754,02/07/2019,100,"12900 DESSAU RD
AUSTIN, TX 78754
(30.398171, -97.642072)",2801854,Routine Inspection
ALLI Mexican Cuisine Inc.,78758,07/01/2021,91,"948 PAYTON GIN RD
AUSTIN, TX 78758
(30.359595, -97.704172)",11789639,Routine Inspection
Vida Fit,78745,03/15/2021,96,"4360 S CONGRESS AVE
AUSTIN, TX 78745
(30.218033, -97.767015)",11402265,Routine Inspection
Sleep Inn and Suites,78754,06/30/2021,100,"8410 E US 290 HWY
AUSTIN, TX 78754
(30.328557, -97.661184)",11832622,Routine Inspection
PF - Costco Wholesale #1322/Bakery,78660,12/14/2021,100,"1901 KELLY LN
PFLUGERVILLE, TX 78660
(30.470323, -97.590124)",12392355,Routine Inspection
BC - Jersey Mike's Subs,78738,12/03/2020,92,"4005 MARKET ST
BEE CAVE, TX 78738
(30.307228, -97.937337)",10937488,Routine Inspection
Orange Leaf Frozen Yogurt,78741,02/06/2019,100,"1920 E RIVERSIDE DR
AUSTIN, TX 78741
(30.242031, -97.728362)",11297034,Routine Inspection
Tiff's Treats,78759,11/04/2019,99,"11011 RESEARCH BLVD
AUSTIN, TX 78759
(30.403592, -97.745141)",10172143,Routine Inspection
MN - Lagos Elementary,78653,01/26/2021,93,"11817 MURCHISON ST
MANOR, TX 78653
(30.33219, -97.559852)",11759428,Routine Inspection
Country Home Learning Center,78749,03/24/2021,98,"6900 ESCARPMENT BLVD
AUSTIN, TX 78749
(30.229596, -97.865427)",2800886,Routine Inspection
China Kitchen,78723,04/20/2020,71,"7112 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.312815, -97.662829)",2800893,Routine Inspection
Target Store T2288- Restaurant,78748,04/30/2019,97,"9500 S IH
AUSTIN, TX 78748",10055905,Routine Inspection
TKO Nutrition,78660,03/20/2019,100,"2700 W PECAN ST
AUSTIN, TX 78660
(30.449334, -97.657083)",11811184,Routine Inspection
Hyde Park Baptist Church,78751,09/23/2021,96,"3901 SPEEDWAY
AUSTIN, TX 78751
(30.302424, -97.732364)",2802286,Routine Inspection
Lost Creek Country Club,78746,10/25/2019,98,"2612 LOST CREEK BLVD
AUSTIN, TX 78746
(30.275231, -97.843793)",2800703,Routine Inspection
PF - Pflugerville Taco-House,78660,04/06/2021,90,"104 N RAILROAD AVE
PFLUGERVILLE, TX 78660
(30.440161, -97.619605)",12392694,Routine Inspection
WL - Texas Honey Ham,78746,11/05/2019,83,"3736 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.280275, -97.807591)",10002745,Routine Inspection
Dunkin' Donuts/Baskin Robbins,78753,09/18/2020,97,"1610 E PARMER LN
AUSTIN, TX 78753
(30.387441, -97.649039)",11794634,Routine Inspection
Gusto Italian Kitchen and Wine Bar,78756,10/14/2019,96,"4800 BURNET RD
AUSTIN, TX 78756
(30.318803, -97.739443)",10439680,Routine Inspection
HEB #236,78660,09/15/2021,87,"1434 W WELLS BRANCH PKWY
AUSTIN, TX 78660
(30.441282, -97.66529)",2803449,Routine Inspection
Manna Korean Restaurant,78752,03/08/2019,74,"6808 N LAMAR BLVD
AUSTIN, TX 78752
(30.335837, -97.720115)",10657014,Routine Inspection
Schlotzsky's,78729,05/24/2019,100,"6301 W PARMER LN
AUSTIN, TX 78729
(30.445312, -97.743258)",11816862,Routine Inspection
WL - Guidepost Montessori at Westlake,78746,07/26/2021,94,"4613 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.287465, -97.814967)",12393373,Routine Inspection
MN - Carnicerias Lafogata,78653,05/27/2020,79,"216 E PARSONS ST MANOR
TX 78653
(30.340818, -97.556135)",11051473,Routine Inspection
Las Lomas Mexican Restaurant,78745,12/16/2020,73,"730 W STASSNEY LN
AUSTIN, TX 78745
(30.20903, -97.782932)",10140128,Routine Inspection
Jan Chi,78759,07/13/2021,84,"3808 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.364864, -97.749593)",12186042,Routine Inspection
Arlo's,78702,01/23/2020,88,"3008 GONZALES ST
AUSTIN, TX 78702
(30.259374, -97.707114)",12170580,Routine Inspection
Cover 3,78757,03/11/2021,85,"2700 W ANDERSON LN
AUSTIN, TX 78757
(30.358229, -97.735348)",10193027,Routine Inspection
Kinda Tropical,78702,09/17/2019,96,"3501 E 7TH ST
AUSTIN, TX 78702
(30.256966, -97.70305)",11693814,Routine Inspection
Tokyo Gardens Catering,78751,06/20/2019,99,"1000 E 41ST ST
AUSTIN, TX 78751
(30.298554, -97.72006)",2802167,Routine Inspection
Whole Foods - Prepared Foods #2,78703,09/09/2019,96,"525 N LAMAR BLVD
AUSTIN, TX 78703
(30.27092, -97.754286)",2803045,Routine Inspection
"Little Darlin', The",78745,09/13/2019,78,"6507 CIRCLE S RD
AUSTIN, TX 78745
(30.194133, -97.777234)",11508340,Routine Inspection
La Petite Academy,78748,07/31/2020,92,"9315 CHISHOLM LN
AUSTIN, TX 78748
(30.174456, -97.810834)",2800550,Routine Inspection
El Chilito Tacos y Cafe,78702,05/09/2019,95,"1623 E 7TH ST
AUSTIN, TX 78702
(30.26328, -97.724286)",11225573,Routine Inspection
Zaika,78758,07/01/2021,88,"9025 RESEARCH BLVD
AUSTIN, TX 78758
(30.372892, -97.724941)",11971067,Routine Inspection
Native Grocery,78702,02/03/2021,84,"705 TILLERY ST
AUSTIN, TX 78702
(30.261232, -97.704371)",11832808,Routine Inspection
Super Bowl,78745,02/05/2019,72,"719 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.197231, -97.788244)",10950236,Routine Inspection
